HAYA_ID|GESTOR|USUARIO
7230473|GACT|grupgact
7230474|GACT|grupgact
7230475|GACT|grupgact
7230476|GACT|grupgact
7230477|GACT|grupgact
7230478|GACT|grupgact
7230479|GACT|grupgact
7230480|GACT|grupgact
7230481|GACT|grupgact
7230482|GACT|grupgact
7230483|GACT|grupgact
7230484|GACT|grupgact
7230485|GACT|grupgact
7230486|GACT|grupgact
7230487|GACT|grupgact
7230488|GACT|grupgact
7230489|GACT|grupgact
7230490|GACT|grupgact
7230491|GACT|grupgact
7230492|GACT|grupgact
7230493|GACT|grupgact
7230494|GACT|grupgact
7230495|GACT|grupgact
7230496|GACT|grupgact
7234564|GACT|grupgact
7234565|GACT|grupgact
7230497|GACT|grupgact
7230498|GACT|grupgact
7230499|GACT|grupgact
7230500|GACT|grupgact
7234754|GACT|grupgact
7230501|GACT|grupgact
7230502|GACT|grupgact
7235136|GACT|grupgact
7230503|GACT|grupgact
7230504|GACT|grupgact
7230505|GACT|grupgact
7230506|GACT|grupgact
7230507|GACT|grupgact
7230508|GACT|grupgact
7230509|GACT|grupgact
7230510|GACT|grupgact
7235330|GACT|grupgact
7235332|GACT|grupgact
7235333|GACT|grupgact
7230511|GACT|grupgact
7230512|GACT|grupgact
7230513|GACT|grupgact
7230514|GACT|grupgact
7230515|GACT|grupgact
7230516|GACT|grupgact
7230517|GACT|grupgact
7230518|GACT|grupgact
7235679|GACT|grupgact
7235710|GACT|grupgact
7230519|GACT|grupgact
7230520|GACT|grupgact
7230521|GACT|grupgact
7230522|GACT|grupgact
7230523|GACT|grupgact
7230524|GACT|grupgact
7230525|GACT|grupgact
7230526|GACT|grupgact
7230527|GACT|grupgact
7230528|GACT|grupgact
7230529|GACT|grupgact
7230530|GACT|grupgact
7230531|GACT|grupgact
7230532|GACT|grupgact
7230533|GACT|grupgact
7230534|GACT|grupgact
7230535|GACT|grupgact
7230536|GACT|grupgact
7230537|GACT|grupgact
7230538|GACT|grupgact
7230539|GACT|grupgact
7230540|GACT|grupgact
7230541|GACT|grupgact
7230542|GACT|grupgact
7230543|GACT|grupgact
7230544|GACT|grupgact
7230545|GACT|grupgact
7230546|GACT|grupgact
7230547|GACT|grupgact
7230548|GACT|grupgact
7230549|GACT|grupgact
7230550|GACT|grupgact
7230551|GACT|grupgact
7230552|GACT|grupgact
7230553|GACT|grupgact
7230554|GACT|grupgact
7230555|GACT|grupgact
7230556|GACT|grupgact
7230557|GACT|grupgact
7230558|GACT|grupgact
7230559|GACT|grupgact
7230560|GACT|grupgact
7230561|GACT|grupgact
7230562|GACT|grupgact
7230563|GACT|grupgact
7230564|GACT|grupgact
7230565|GACT|grupgact
7230566|GACT|grupgact
7230567|GACT|grupgact
7230568|GACT|grupgact
7230569|GACT|grupgact
7230570|GACT|grupgact
7230571|GACT|grupgact
7230572|GACT|grupgact
7230573|GACT|grupgact
7230574|GACT|grupgact
7236832|GACT|grupgact
7230575|GACT|grupgact
7230576|GACT|grupgact
7230577|GACT|grupgact
7230578|GACT|grupgact
7230579|GACT|grupgact
7230580|GACT|grupgact
7230581|GACT|grupgact
7230582|GACT|grupgact
7230583|GACT|grupgact
7230584|GACT|grupgact
7230585|GACT|grupgact
7230586|GACT|grupgact
7230587|GACT|grupgact
7230588|GACT|grupgact
7230589|GACT|grupgact
7230590|GACT|grupgact
7230591|GACT|grupgact
7230592|GACT|grupgact
7230593|GACT|grupgact
7230594|GACT|grupgact
7230595|GACT|grupgact
7230596|GACT|grupgact
7230597|GACT|grupgact
7230598|GACT|grupgact
7230599|GACT|grupgact
7230600|GACT|grupgact
7230601|GACT|grupgact
7230602|GACT|grupgact
7230603|GACT|grupgact
7230604|GACT|grupgact
7230605|GACT|grupgact
7230606|GACT|grupgact
7230607|GACT|grupgact
7230608|GACT|grupgact
7230609|GACT|grupgact
7230610|GACT|grupgact
7230611|GACT|grupgact
7230612|GACT|grupgact
7230613|GACT|grupgact
7230614|GACT|grupgact
7230615|GACT|grupgact
7230616|GACT|grupgact
7230617|GACT|grupgact
7230618|GACT|grupgact
7230619|GACT|grupgact
7230620|GACT|grupgact
7230621|GACT|grupgact
7230622|GACT|grupgact
7238351|GACT|grupgact
7238830|GACT|grupgact
7239613|GACT|grupgact
7239728|GACT|grupgact
7230623|GACT|grupgact
7230624|GACT|grupgact
7230625|GACT|grupgact
7240332|GACT|grupgact
7230626|GACT|grupgact
7230627|GACT|grupgact
7230628|GACT|grupgact
7230629|GACT|grupgact
7230630|GACT|grupgact
7230631|GACT|grupgact
7230632|GACT|grupgact
7230633|GACT|grupgact
7230634|GACT|grupgact
7230635|GACT|grupgact
7230636|GACT|grupgact
7230637|GACT|grupgact
7230638|GACT|grupgact
7230639|GACT|grupgact
7230640|GACT|grupgact
7230641|GACT|grupgact
7230642|GACT|grupgact
7230643|GACT|grupgact
7230644|GACT|grupgact
7230645|GACT|grupgact
7230646|GACT|grupgact
7230647|GACT|grupgact
7243183|GACT|grupgact
7230648|GACT|grupgact
7230649|GACT|grupgact
7230650|GACT|grupgact
7230651|GACT|grupgact
7230652|GACT|grupgact
7230653|GACT|grupgact
7230654|GACT|grupgact
7230655|GACT|grupgact
7243401|GACT|grupgact
7230656|GACT|grupgact
7230657|GACT|grupgact
7230658|GACT|grupgact
7230659|GACT|grupgact
7230660|GACT|grupgact
7230661|GACT|grupgact
7230662|GACT|grupgact
7230663|GACT|grupgact
7230664|GACT|grupgact
7230665|GACT|grupgact
7230666|GACT|grupgact
7230667|GACT|grupgact
7230668|GACT|grupgact
7230669|GACT|grupgact
7230670|GACT|grupgact
7230671|GACT|grupgact
7230672|GACT|grupgact
7230673|GACT|grupgact
7230674|GACT|grupgact
7230675|GACT|grupgact
7230676|GACT|grupgact
7230677|GACT|grupgact
7230678|GACT|grupgact
7230679|GACT|grupgact
7230680|GACT|grupgact
7230681|GACT|grupgact
7230682|GACT|grupgact
7230683|GACT|grupgact
7230684|GACT|grupgact
7230685|GACT|grupgact
7230686|GACT|grupgact
7230687|GACT|grupgact
7230688|GACT|grupgact
7230689|GACT|grupgact
7230690|GACT|grupgact
7230691|GACT|grupgact
7230692|GACT|grupgact
7230693|GACT|grupgact
7230694|GACT|grupgact
7230695|GACT|grupgact
7230696|GACT|grupgact
7230697|GACT|grupgact
7230698|GACT|grupgact
7230699|GACT|grupgact
7230700|GACT|grupgact
7230701|GACT|grupgact
7230702|GACT|grupgact
7230703|GACT|grupgact
7230704|GACT|grupgact
7230705|GACT|grupgact
7230706|GACT|grupgact
7230707|GACT|grupgact
7230708|GACT|grupgact
7230709|GACT|grupgact
7230710|GACT|grupgact
7230711|GACT|grupgact
7230712|GACT|grupgact
7230713|GACT|grupgact
7230714|GACT|grupgact
7230715|GACT|grupgact
7230716|GACT|grupgact
7230717|GACT|grupgact
7230718|GACT|grupgact
7230719|GACT|grupgact
7230720|GACT|grupgact
7245352|GACT|grupgact
7230721|GACT|grupgact
7230722|GACT|grupgact
7230723|GACT|grupgact
7230724|GACT|grupgact
7230725|GACT|grupgact
7230726|GACT|grupgact
7230727|GACT|grupgact
7230728|GACT|grupgact
7230729|GACT|grupgact
7230730|GACT|grupgact
7230731|GACT|grupgact
7245607|GACT|grupgact
7230732|GACT|grupgact
7230733|GACT|grupgact
7230734|GACT|grupgact
7230735|GACT|grupgact
7230736|GACT|grupgact
7230737|GACT|grupgact
7230738|GACT|grupgact
7230739|GACT|grupgact
7230740|GACT|grupgact
7230741|GACT|grupgact
7230742|GACT|grupgact
7230743|GACT|grupgact
7230744|GACT|grupgact
7230745|GACT|grupgact
7230746|GACT|grupgact
7230747|GACT|grupgact
7230748|GACT|grupgact
7230749|GACT|grupgact
7230750|GACT|grupgact
7230751|GACT|grupgact
7230752|GACT|grupgact
7230753|GACT|grupgact
7230754|GACT|grupgact
7230755|GACT|grupgact
7230756|GACT|grupgact
7230757|GACT|grupgact
7230758|GACT|grupgact
7230759|GACT|grupgact
7230760|GACT|grupgact
7230761|GACT|grupgact
7230762|GACT|grupgact
7230763|GACT|grupgact
7230764|GACT|grupgact
7230765|GACT|grupgact
7230766|GACT|grupgact
7230767|GACT|grupgact
7230768|GACT|grupgact
7230769|GACT|grupgact
7230770|GACT|grupgact
7230771|GACT|grupgact
7230772|GACT|grupgact
7230773|GACT|grupgact
7230774|GACT|grupgact
7230775|GACT|grupgact
7230776|GACT|grupgact
7230777|GACT|grupgact
7230778|GACT|grupgact
7230779|GACT|grupgact
7230780|GACT|grupgact
7230781|GACT|grupgact
7230782|GACT|grupgact
7230783|GACT|grupgact
7230784|GACT|grupgact
7230785|GACT|grupgact
7230786|GACT|grupgact
7230787|GACT|grupgact
7230788|GACT|grupgact
7230789|GACT|grupgact
7230790|GACT|grupgact
7230791|GACT|grupgact
7230792|GACT|grupgact
7230793|GACT|grupgact
7230794|GACT|grupgact
7230795|GACT|grupgact
7230796|GACT|grupgact
7230797|GACT|grupgact
7230798|GACT|grupgact
7230799|GACT|grupgact
7230800|GACT|grupgact
7230801|GACT|grupgact
7230802|GACT|grupgact
7230803|GACT|grupgact
7230804|GACT|grupgact
7248301|GACT|grupgact
7248724|GACT|grupgact
7230805|GACT|grupgact
7230806|GACT|grupgact
7230807|GACT|grupgact
7230808|GACT|grupgact
7230809|GACT|grupgact
7230810|GACT|grupgact
7230811|GACT|grupgact
7230812|GACT|grupgact
7230813|GACT|grupgact
7230814|GACT|grupgact
7230815|GACT|grupgact
7230816|GACT|grupgact
7230817|GACT|grupgact
7230818|GACT|grupgact
7230819|GACT|grupgact
7230820|GACT|grupgact
7230821|GACT|grupgact
7230822|GACT|grupgact
7249413|GACT|grupgact
7249549|GACT|grupgact
7249731|GACT|grupgact
7230823|GACT|grupgact
7230824|GACT|grupgact
7230825|GACT|grupgact
7230826|GACT|grupgact
7249780|GACT|grupgact
7249781|GACT|grupgact
7230827|GACT|grupgact
7230828|GACT|grupgact
7230829|GACT|grupgact
7230830|GACT|grupgact
7230831|GACT|grupgact
7230832|GACT|grupgact
7230833|GACT|grupgact
7230834|GACT|grupgact
7249821|GACT|grupgact
7230835|GACT|grupgact
7230836|GACT|grupgact
7230837|GACT|grupgact
7230838|GACT|grupgact
7230839|GACT|grupgact
7230840|GACT|grupgact
7230841|GACT|grupgact
7230842|GACT|grupgact
7230843|GACT|grupgact
7230844|GACT|grupgact
7230845|GACT|grupgact
7230846|GACT|grupgact
7230847|GACT|grupgact
7230848|GACT|grupgact
7230849|GACT|grupgact
7230850|GACT|grupgact
7230851|GACT|grupgact
7230852|GACT|grupgact
7230853|GACT|grupgact
7230854|GACT|grupgact
7230855|GACT|grupgact
7230856|GACT|grupgact
7230857|GACT|grupgact
7288668|GACT|grupgact
7230858|GACT|grupgact
7249889|GACT|grupgact
7230859|GACT|grupgact
7230860|GACT|grupgact
7249895|GACT|grupgact
7249896|GACT|grupgact
7249897|GACT|grupgact
7290387|GACT|grupgact
7230861|GACT|grupgact
7230862|GACT|grupgact
7230863|GACT|grupgact
7230864|GACT|grupgact
7230865|GACT|grupgact
7230866|GACT|grupgact
7249907|GACT|grupgact
7230867|GACT|grupgact
7230868|GACT|grupgact
7230869|GACT|grupgact
7230870|GACT|grupgact
7230871|GACT|grupgact
7230872|GACT|grupgact
7230873|GACT|grupgact
7230874|GACT|grupgact
7230875|GACT|grupgact
7230876|GACT|grupgact
7230877|GACT|grupgact
7230878|GACT|grupgact
7230879|GACT|grupgact
7230880|GACT|grupgact
7230881|GACT|grupgact
7230882|GACT|grupgact
7230883|GACT|grupgact
7230884|GACT|grupgact
7230885|GACT|grupgact
7230886|GACT|grupgact
7249956|GACT|grupgact
7230887|GACT|grupgact
7249974|GACT|grupgact
7249975|GACT|grupgact
7249976|GACT|grupgact
7249978|GACT|grupgact
7249984|GACT|grupgact
7249985|GACT|grupgact
7249986|GACT|grupgact
7250006|GACT|grupgact
7250017|GACT|grupgact
7285169|GACT|grupgact
7250046|GACT|grupgact
7250082|GACT|grupgact
7250093|GACT|grupgact
7250135|GACT|grupgact
7250181|GACT|grupgact
7250188|GACT|grupgact
7250192|GACT|grupgact
7250205|GACT|grupgact
7250213|GACT|grupgact
7250253|GACT|grupgact
7250271|GACT|grupgact
7250273|GACT|grupgact
7250297|GACT|grupgact
7250298|GACT|grupgact
7250351|GACT|grupgact
7250366|GACT|grupgact
7250398|GACT|grupgact
7250399|GACT|grupgact
7250400|GACT|grupgact
7250469|GACT|grupgact
7250475|GACT|grupgact
7250494|GACT|grupgact
7250536|GACT|grupgact
7250662|GACT|grupgact
7250822|GACT|grupgact
7250869|GACT|grupgact
7250878|GACT|grupgact
7250881|GACT|grupgact
7250882|GACT|grupgact
7250883|GACT|grupgact
7250884|GACT|grupgact
7250885|GACT|grupgact
7250886|GACT|grupgact
7250887|GACT|grupgact
7250888|GACT|grupgact
7250889|GACT|grupgact
7250890|GACT|grupgact
7250891|GACT|grupgact
7250892|GACT|grupgact
7250893|GACT|grupgact
7250894|GACT|grupgact
7250895|GACT|grupgact
7251020|GACT|grupgact
7251064|GACT|grupgact
7251392|GACT|grupgact
7251393|GACT|grupgact
7252805|GACT|grupgact
7252813|GACT|grupgact
7253584|GACT|grupgact
7255474|GACT|grupgact
7255484|GACT|grupgact
7258578|GACT|grupgact
7258586|GACT|grupgact
7260328|GACT|grupgact
7260398|GACT|grupgact
7260399|GACT|grupgact
7260400|GACT|grupgact
7260408|GACT|grupgact
7260463|GACT|grupgact
7260478|GACT|grupgact
7260576|GACT|grupgact
7260754|GACT|grupgact
7260756|GACT|grupgact
7260783|GACT|grupgact
7260791|GACT|grupgact
7260792|GACT|grupgact
7260826|GACT|grupgact
7260835|GACT|grupgact
7260845|GACT|grupgact
7260932|GACT|grupgact
7260934|GACT|grupgact
7260989|GACT|grupgact
7260992|GACT|grupgact
7261036|GACT|grupgact
7261037|GACT|grupgact
7261038|GACT|grupgact
7261039|GACT|grupgact
7230888|GACT|grupgact
7230889|GACT|grupgact
7230890|GACT|grupgact
7230891|GACT|grupgact
7261084|GACT|grupgact
7261095|GACT|grupgact
7261096|GACT|grupgact
7261109|GACT|grupgact
7261124|GACT|grupgact
7230892|GACT|grupgact
7261147|GACT|grupgact
7230893|GACT|grupgact
7230894|GACT|grupgact
7230895|GACT|grupgact
7230896|GACT|grupgact
7230897|GACT|grupgact
7230898|GACT|grupgact
7230899|GACT|grupgact
7230900|GACT|grupgact
7230901|GACT|grupgact
7230902|GACT|grupgact
7230903|GACT|grupgact
7230904|GACT|grupgact
7261178|GACT|grupgact
7230905|GACT|grupgact
7261179|GACT|grupgact
7230906|GACT|grupgact
7230907|GACT|grupgact
7230908|GACT|grupgact
7230909|GACT|grupgact
7230910|GACT|grupgact
7230911|GACT|grupgact
7230912|GACT|grupgact
7230913|GACT|grupgact
7230914|GACT|grupgact
7230915|GACT|grupgact
7230916|GACT|grupgact
7230917|GACT|grupgact
7230918|GACT|grupgact
7230919|GACT|grupgact
7230920|GACT|grupgact
7230921|GACT|grupgact
7230922|GACT|grupgact
7230923|GACT|grupgact
7261292|GACT|grupgact
7261294|GACT|grupgact
7230924|GACT|grupgact
7230925|GACT|grupgact
7230926|GACT|grupgact
7230927|GACT|grupgact
7230928|GACT|grupgact
7230929|GACT|grupgact
7230930|GACT|grupgact
7230931|GACT|grupgact
7230932|GACT|grupgact
7261367|GACT|grupgact
7230933|GACT|grupgact
7230934|GACT|grupgact
7230935|GACT|grupgact
7261388|GACT|grupgact
7230936|GACT|grupgact
7230937|GACT|grupgact
7230938|GACT|grupgact
7230939|GACT|grupgact
7230940|GACT|grupgact
7230941|GACT|grupgact
7261434|GACT|grupgact
7261447|GACT|grupgact
7230942|GACT|grupgact
7230943|GACT|grupgact
7230944|GACT|grupgact
7230945|GACT|grupgact
7230946|GACT|grupgact
7230947|GACT|grupgact
7230948|GACT|grupgact
7230949|GACT|grupgact
7230950|GACT|grupgact
7230951|GACT|grupgact
7230952|GACT|grupgact
7230953|GACT|grupgact
7230954|GACT|grupgact
7230955|GACT|grupgact
7230956|GACT|grupgact
7230957|GACT|grupgact
7230958|GACT|grupgact
7230959|GACT|grupgact
7230960|GACT|grupgact
7230961|GACT|grupgact
7230962|GACT|grupgact
7262039|GACT|grupgact
7230963|GACT|grupgact
7230964|GACT|grupgact
7230965|GACT|grupgact
7230966|GACT|grupgact
7230967|GACT|grupgact
7262103|GACT|grupgact
7230968|GACT|grupgact
7230969|GACT|grupgact
7230970|GACT|grupgact
7230971|GACT|grupgact
7262442|GACT|grupgact
7230972|GACT|grupgact
7230973|GACT|grupgact
7230974|GACT|grupgact
7230975|GACT|grupgact
7230976|GACT|grupgact
7230977|GACT|grupgact
7230978|GACT|grupgact
7230979|GACT|grupgact
7230980|GACT|grupgact
7230981|GACT|grupgact
7230982|GACT|grupgact
7230983|GACT|grupgact
7230984|GACT|grupgact
7230985|GACT|grupgact
7230986|GACT|grupgact
7230987|GACT|grupgact
7230988|GACT|grupgact
7230989|GACT|grupgact
7263020|GACT|grupgact
7263037|GACT|grupgact
7230990|GACT|grupgact
7263095|GACT|grupgact
7230991|GACT|grupgact
7230992|GACT|grupgact
7230993|GACT|grupgact
7230994|GACT|grupgact
7230995|GACT|grupgact
7230996|GACT|grupgact
7263279|GACT|grupgact
7263280|GACT|grupgact
7263281|GACT|grupgact
7230997|GACT|grupgact
7230998|GACT|grupgact
7230999|GACT|grupgact
7263384|GACT|grupgact
7263385|GACT|grupgact
7263430|GACT|grupgact
7263529|GACT|grupgact
7263530|GACT|grupgact
7263531|GACT|grupgact
7263532|GACT|grupgact
7263533|GACT|grupgact
7263534|GACT|grupgact
7231000|GACT|grupgact
7263585|GACT|grupgact
7263660|GACT|grupgact
7263662|GACT|grupgact
7263683|GACT|grupgact
7263692|GACT|grupgact
7263693|GACT|grupgact
7263695|GACT|grupgact
7263700|GACT|grupgact
7263711|GACT|grupgact
7263712|GACT|grupgact
7263713|GACT|grupgact
7263714|GACT|grupgact
7263715|GACT|grupgact
7263716|GACT|grupgact
7263717|GACT|grupgact
7263718|GACT|grupgact
7263719|GACT|grupgact
7231001|GACT|grupgact
7231002|GACT|grupgact
7231003|GACT|grupgact
7231004|GACT|grupgact
7263910|GACT|grupgact
7263961|GACT|grupgact
7264032|GACT|grupgact
7264071|GACT|grupgact
7264085|GACT|grupgact
7231005|GACT|grupgact
7264087|GACT|grupgact
7264088|GACT|grupgact
7264089|GACT|grupgact
7231006|GACT|grupgact
7264090|GACT|grupgact
7231007|GACT|grupgact
7264092|GACT|grupgact
7264093|GACT|grupgact
7231008|GACT|grupgact
7264151|GACT|grupgact
7264174|GACT|grupgact
7264179|GACT|grupgact
7231009|GACT|grupgact
7231010|GACT|grupgact
7231011|GACT|grupgact
7264495|GACT|grupgact
7264497|GACT|grupgact
7264499|GACT|grupgact
7264501|GACT|grupgact
7264503|GACT|grupgact
7264527|GACT|grupgact
